player_id,name,team_id,team_name,total_match,catches,caught_behind,run_outs,assist_run_outs,stumpings,caught_and_bowl,total_catches,total_dismissal
36472174,Fakhir Sohail,9726435,Mahmoodkot Mavericks,5,4,5,0,1,0,0,9,9
40631414,Muhammad Areeb,9726458,Fazilpur Falcons,5,6,0,2,0,0,0,6,8
39405902,Shabbir Sultan,9726488,Kot Bahadur Shah Bulls,5,4,2,1,0,0,0,6,7
44504593,Agha Hamza,9726462,Bubak Blasters,5,3,3,0,0,0,0,6,6
39406191,Umair Ahmed,9726488,Kot Bahadur Shah Bulls,4,4,0,0,0,0,0,4,4
39575879,Humays Khan,9726471,Keamari Kings,4,4,0,0,0,0,0,4,4
39606001,Danish Ahmed,9726435,Mahmoodkot Mavericks,5,3,0,0,0,0,1,4,4
18635218,Khalil Bugti,9726448,Macchike Mustangs,4,3,0,0,0,0,0,3,3
39446447,Umer,9726452,Shikarpur Stallions,4,3,0,0,0,0,0,3,3
24488629,Adnan,9726448,Macchike Mustangs,5,0,2,1,0,0,0,2,3
39559873,Ghavir Imran,9726458,Fazilpur Falcons,5,3,0,0,2,0,0,3,3
40212612,M Kaleem Ullah,9726479,Port Qasim Panthers,5,3,0,0,0,0,0,3,3
36506476,Shabbir Iqbal,9726471,Keamari Kings,4,0,1,1,0,0,0,1,2
39606210,Asad Mughni,9726462,Bubak Blasters,4,2,0,0,0,0,0,2,2
16435832,Mazhar Iqbal,9726471,Keamari Kings,5,2,0,0,0,0,0,2,2
35966576,Saeed Iqbal,9726488,Kot Bahadur Shah Bulls,5,2,0,0,0,0,0,2,2
38956015,Abeer Kazmi,9726479,Port Qasim Panthers,5,1,0,1,1,0,0,1,2
39405098,Irfan Shaikh,9726458,Fazilpur Falcons,5,1,0,1,0,0,0,1,2
39446449,Asad Ahmed,9726452,Shikarpur Stallions,5,1,0,1,0,0,0,1,2
39559822,Irttaza Hussain,9726448,Macchike Mustangs,5,2,0,0,0,0,0,2,2
39559828,Umer Farooq,9726448,Macchike Mustangs,5,1,0,0,0,0,1,2,2
46284757,Zeeshan Tahir,9726462,Bubak Blasters,5,1,0,1,0,0,0,1,2
46285375,Akram Alizai,9726458,Fazilpur Falcons,5,1,0,1,0,0,0,1,2
39871645,Naeem Hussain,9726448,Macchike Mustangs,2,1,0,0,0,0,0,1,1
46284958,Rana Ahmed Ashraf,9726452,Shikarpur Stallions,2,0,0,1,0,0,0,0,1
46286005,Syed Saaduddin Adil,9726435,Mahmoodkot Mavericks,3,1,0,0,0,0,0,1,1
19741699,Tabish,9726458,Fazilpur Falcons,4,0,0,1,0,0,0,0,1
24488628,Mehab,9726471,Keamari Kings,4,0,0,0,0,0,1,1,1
39406198,Waqas Ahmed,9726448,Macchike Mustangs,4,1,0,0,0,0,0,1,1
10643363,Arman Bari,9726435,Mahmoodkot Mavericks,5,1,0,0,0,0,0,1,1
18494553,Muhammad Hammad,9726448,Macchike Mustangs,5,1,0,0,0,0,0,1,1
18635594,Idrers,9726488,Kot Bahadur Shah Bulls,5,1,0,0,0,0,0,1,1
18635937,Habib Ullah,9726488,Kot Bahadur Shah Bulls,5,1,0,0,0,0,0,1,1
21802275,Asgher,9726435,Mahmoodkot Mavericks,5,0,0,1,0,0,0,0,1
36970209,Muhammad Khursheed,9726471,Keamari Kings,5,0,0,1,0,0,0,0,1
39405097,Syed Musa Raza Zaidi,9726488,Kot Bahadur Shah Bulls,5,1,0,0,0,0,0,1,1
39406037,Waseem Ullah Khan,9726488,Kot Bahadur Shah Bulls,5,1,0,0,0,0,0,1,1
39406039,Muzammil Kholia,9726435,Mahmoodkot Mavericks,5,1,0,0,0,0,0,1,1
39406041,Fazil Hussain,9726488,Kot Bahadur Shah Bulls,5,0,0,1,0,0,0,0,1
39586115,Junaid Iqbal,9726471,Keamari Kings,5,1,0,0,0,0,0,1,1
39606522,Sheikh Khalid Zahid,9726462,Bubak Blasters,5,1,0,0,0,0,0,1,1
39606524,Kamran Abdali,9726462,Bubak Blasters,5,1,0,0,1,0,0,1,1
46284959,Sabir Hussain,9726452,Shikarpur Stallions,5,1,0,0,0,0,0,1,1
46285110,Rahul Kumar,9726479,Port Qasim Panthers,5,0,0,1,0,0,0,0,1
46285587,Syed Aun Burhan Ali,9726471,Keamari Kings,5,0,0,1,0,0,0,0,1
46286002,Shahbaz Amin,9726435,Mahmoodkot Mavericks,5,0,0,0,0,0,1,1,1
46286132,Aamir Qarnain,9726448,Macchike Mustangs,5,0,0,1,0,0,0,0,1
46433130,Hafiz Mohsin Zahid,9726471,Keamari Kings,5,1,0,0,0,0,0,1,1
