player_id,name,team_id,team_name,total_match,innings,total_runs,highest_run,average,not_out,strike_rate,ball_faced,batting_hand,4s,6s,50s,100s
46285763,Kashif Sultan,9726488,Kot Bahadur Shah Bulls,2,0,0,0,-,0,0,0,-,0,0,0,0
46285765,Malik Waqas,9726488,Kot Bahadur Shah Bulls,2,0,0,0,-,0,0,0,-,0,0,0,0
46286003,Shirjeel Agha,9726435,Mahmoodkot Mavericks,2,0,0,0,-,0,0,0,-,0,0,0,0
39606009,Ahmad Rafe Noman Lodhi,9726435,Mahmoodkot Mavericks,3,0,0,0,-,0,0,0,-,0,0,0,0
46284761,Aqib Muneer,9726462,Bubak Blasters,3,0,0,0,-,0,0,0,-,0,0,0,0
46285376,Shayan Baig,9726458,Fazilpur Falcons,3,0,0,0,-,0,0,0,RHB,0,0,0,0
46285380,Mudassir Ali,9726458,Fazilpur Falcons,3,0,0,0,-,0,0,0,-,0,0,0,0
46285591,Aftab Ahmed Khan,9726471,Keamari Kings,3,0,0,0,-,0,0,0,-,0,0,0,0
24488627,Ammar,9726462,Bubak Blasters,4,0,0,0,-,0,0,0,RHB,0,0,0,0
36919677,Rashid Jahanger,9726462,Bubak Blasters,4,0,0,0,-,0,0,0,-,0,0,0,0
39406190,Umair Ahmed Siddiqui,9726448,Macchike Mustangs,4,0,0,0,-,0,0,0,RHB,0,0,0,0
39606355,Kafeel Ahmed,9726479,Port Qasim Panthers,4,0,0,0,-,0,0,0,RHB,0,0,0,0
39871645,Naeem Hussain,9726448,Macchike Mustangs,4,0,0,0,-,0,0,0,-,0,0,0,0
18635671,Ali Hashmi,9726479,Port Qasim Panthers,5,0,0,0,-,0,0,0,-,0,0,0,0
21802275,Asgher,9726435,Mahmoodkot Mavericks,5,0,0,0,-,0,0,0,-,0,0,0,0
46285378,Zafer Naveed,9726458,Fazilpur Falcons,5,0,0,0,-,0,0,0,-,0,0,0,0
46286002,Shahbaz Amin,9726435,Mahmoodkot Mavericks,5,0,0,0,-,0,0,0,-,0,0,0,0
46286132,Aamir Qarnain,9726448,Macchike Mustangs,5,0,0,0,-,0,0,0,-,0,0,0,0
46284760,Afnan Ainul Yaqin Shaikh,9726462,Bubak Blasters,6,0,0,0,-,0,0,0,-,0,0,0,0
46285589,Arif Hamid,9726471,Keamari Kings,6,0,0,0,-,0,0,0,-,0,0,0,0
36970209,Muhammad Khursheed,9726471,Keamari Kings,7,0,0,0,-,0,0,0,RHB,0,0,0,0
